,,,,,,,,,,,,Concentrations,,,,,,,,,,,,,,Flow and Method,,,,,Load,,,,,,,,,,,,,,,,
9/26/2023,2023,5,2,ST,OUT,K-ST2-05-LC,FALSE,TRUE,FALSE,H,FALSE,0.378,1.11,NA,1.2,8.89,U,NA,NA,NA,NA,NA,NA,1180,2806.667,59280.86,LC,Ruler,Gated Pipe,60 V Trap,22408.165,65801.755,#VALUE!,71137.033,527006.85,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,69951415.39,166381615.1,"EPA Method 160.2 (Gravimetric, Dried at 103-105EC) ","ALS Houston, no note about subcontracting TKN","Method: E300, Method: SM4500P E: ""Sample holding time expired prior to sample receipt. It was analyzed at the request of the client. Results should be considered  estimated."""
9/26/2023,2023,5,2,ST,OUT,K-ST2-05-ISC,FALSE,TRUE,FALSE,H,FALSE,0.387,0.359,NA,1.9,9.62,U,NA,NA,NA,NA,NA,NA,1200,11930,59280.86,ISC,Ruler,Gated Pipe,60 V Trap,22941.693,21281.829,#VALUE!,112633.635,570281.878,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,71137032.6,707220665.8,"EPA Method 160.2 (Gravimetric, Dried at 103-105EC) ","ALS Houston, no note about subcontracting TKN","Method: E300, Method: SM4500P E: ""Sample holding time expired prior to sample receipt. It was analyzed at the request of the client. Results should be considered  estimated."""
9/26/2023,2023,5,2,ST,OUT,K-ST2-05-GB,FALSE,TRUE,FALSE,H,FALSE,0.306,0.461,NA,6.8,13.5,U,NA,NA,NA,NA,NA,NA,1250,11553.333,59280.86,GB3,Ruler,Gated Pipe,60 V Trap,18139.943,27328.477,#VALUE!,403109.851,800291.617,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,74101075.63,684891541.6,"EPA Method 160.2 (Gravimetric, Dried at 103-105EC) ","ALS Houston, no note about subcontracting TKN","Method: E300, Method: SM4500P E: ""Sample holding time expired prior to sample receipt. It was analyzed at the request of the client. Results should be considered  estimated."""
9/26/2023,2023,5,2,ST,OUT,K-ST2-05-GBH,FALSE,TRUE,FALSE,H,FALSE,0.231,U,NA,U,9.7,U,NA,NA,NA,NA,NA,NA,1240,1583.333,59280.86,GBH,Ruler,Gated Pipe,60 V Trap,13693.879,#VALUE!,#VALUE!,#VALUE!,575024.347,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,73508267.02,93861362.46,"EPA Method 160.2 (Gravimetric, Dried at 103-105EC) ","ALS Houston, no note about subcontracting TKN","Method: E300, Method: SM4500P E: ""Sample holding time expired prior to sample receipt. It was analyzed at the request of the client. Results should be considered  estimated."""
9/26/2023,2023,5,2,ST,OUT,K-ST2-05-GBH-D,FALSE,TRUE,TRUE,H,FALSE,0.24,0.345,NA,1.1,9.7,U,NA,NA,NA,NA,NA,NA,1080,2080,59280.86,GBH,Ruler,Gated Pipe,60 V Trap,14227.407,20451.897,#VALUE!,65208.947,575024.347,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,64023329.34,123304189.8,"EPA Method 160.2 (Gravimetric, Dried at 103-105EC) ","ALS Houston, no note about subcontracting TKN","Method: E300, Method: SM4500P E: ""Sample holding time expired prior to sample receipt. It was analyzed at the request of the client. Results should be considered  estimated."""
5/15/2024,2024,1,1,CT,INF,K-01-IN-GB,FALSE,FALSE,FALSE,H,FALSE,0.355,0.159,NA,U,8.23,U,NA,NA,NA,NA,NA,NA,1270,20,NA,GB,3 L Bottle,Gated Pipe,NA,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,"EPA Method 160.2 (Gravimetric, Dried at 103-105EC) ",ALS Houston,Method: E300: Sample analyzed out of hold due to limited holding time after received in the lab
5/15/2024,2024,1,1,CT,INF,K-01-IN-GB-D,FALSE,FALSE,TRUE,H,FALSE,0.361,0.177,NA,U,8.2,U,NA,NA,NA,NA,NA,NA,1210,10,NA,GB,3 L Bottle,Gated Pipe,NA,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,"EPA Method 160.2 (Gravimetric, Dried at 103-105EC) ",ALS Houston,Method: E300: Sample analyzed out of hold due to limited holding time after received in the lab
5/15/2024,2024,1,1,MT,INF,K-01-IN-GB,FALSE,FALSE,FALSE,H,FALSE,0.355,0.159,NA,U,8.23,U,NA,NA,NA,NA,NA,NA,1270,20,NA,GB,3 L Bottle,Gated Pipe,NA,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,"EPA Method 160.2 (Gravimetric, Dried at 103-105EC) ",ALS Houston,Method: E300: Sample analyzed out of hold due to limited holding time after received in the lab
5/15/2024,2024,1,1,MT,INF,K-01-IN-GB-D,FALSE,FALSE,TRUE,H,FALSE,0.361,0.177,NA,U,8.2,U,NA,NA,NA,NA,NA,NA,1210,10,NA,GB,3 L Bottle,Gated Pipe,NA,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,"EPA Method 160.2 (Gravimetric, Dried at 103-105EC) ",ALS Houston,Method: E300: Sample analyzed out of hold due to limited holding time after received in the lab
5/15/2024,2024,1,1,ST,INF,K-01-IN-GB,FALSE,FALSE,FALSE,H,FALSE,0.355,0.159,NA,U,8.23,U,NA,NA,NA,NA,NA,NA,1270,20,NA,GB,3 L Bottle,Gated Pipe,NA,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,"EPA Method 160.2 (Gravimetric, Dried at 103-105EC) ",ALS Houston,Method: E300: Sample analyzed out of hold due to limited holding time after received in the lab
5/15/2024,2024,1,1,ST,INF,K-01-IN-GB-D,FALSE,FALSE,TRUE,H,FALSE,0.361,0.177,NA,U,8.2,U,NA,NA,NA,NA,NA,NA,1210,10,NA,GB,3 L Bottle,Gated Pipe,NA,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,"EPA Method 160.2 (Gravimetric, Dried at 103-105EC) ",ALS Houston,Method: E300: Sample analyzed out of hold due to limited holding time after received in the lab
5/15/2024,2024,1,2,CT,INF,K-01-IN-GB,FALSE,FALSE,FALSE,H,FALSE,0.355,0.159,NA,U,8.23,U,NA,NA,NA,NA,NA,NA,1270,20,NA,GB,3 L Bottle,Gated Pipe,NA,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,"EPA Method 160.2 (Gravimetric, Dried at 103-105EC) ",ALS Houston,Method: E300: Sample analyzed out of hold due to limited holding time after received in the lab
5/15/2024,2024,1,2,CT,INF,K-01-IN-GB-D,FALSE,FALSE,TRUE,H,FALSE,0.361,0.177,NA,U,8.2,U,NA,NA,NA,NA,NA,NA,1210,10,NA,GB,3 L Bottle,Gated Pipe,NA,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,"EPA Method 160.2 (Gravimetric, Dried at 103-105EC) ",ALS Houston,Method: E300: Sample analyzed out of hold due to limited holding time after received in the lab
5/15/2024,2024,1,2,MT,INF,K-01-IN-GB,FALSE,FALSE,FALSE,H,FALSE,0.355,0.159,NA,U,8.23,U,NA,NA,NA,NA,NA,NA,1270,20,NA,GB,3 L Bottle,Gated Pipe,NA,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,"EPA Method 160.2 (Gravimetric, Dried at 103-105EC) ",ALS Houston,Method: E300: Sample analyzed out of hold due to limited holding time after received in the lab
5/15/2024,2024,1,2,MT,INF,K-01-IN-GB-D,FALSE,FALSE,TRUE,H,FALSE,0.361,0.177,NA,U,8.2,U,NA,NA,NA,NA,NA,NA,1210,10,NA,GB,3 L Bottle,Gated Pipe,NA,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,"EPA Method 160.2 (Gravimetric, Dried at 103-105EC) ",ALS Houston,Method: E300: Sample analyzed out of hold due to limited holding time after received in the lab
5/15/2024,2024,1,2,ST,INF,K-01-IN-GB,FALSE,FALSE,FALSE,H,FALSE,0.355,0.159,NA,U,8.23,U,NA,NA,NA,NA,NA,NA,1270,20,NA,GB,3 L Bottle,Gated Pipe,NA,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,"EPA Method 160.2 (Gravimetric, Dried at 103-105EC) ",ALS Houston,Method: E300: Sample analyzed out of hold due to limited holding time after received in the lab
5/15/2024,2024,1,2,ST,INF,K-01-IN-GB-D,FALSE,FALSE,TRUE,H,FALSE,0.361,0.177,NA,U,8.2,U,NA,NA,NA,NA,NA,NA,1210,10,NA,GB,3 L Bottle,Gated Pipe,NA,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,"EPA Method 160.2 (Gravimetric, Dried at 103-105EC) ",ALS Houston,Method: E300: Sample analyzed out of hold due to limited holding time after received in the lab
5/15/2024,2024,1,1,CT,OUT,K-CT1-01-OT-LC,FALSE,TRUE,FALSE,NA,FALSE,1.35,0.519,NA,0.72,9,U,NA,NA,NA,NA,NA,NA,984,403.333,49274.84,LC,Etape,Gated Pipe,60 V Trap,66521.034,25573.642,#VALUE!,35477.885,443473.56,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,48486442.56,19874183.82,"EPA Method 160.2 (Gravimetric, Dried at 103-105EC) ",ALS Houston,
5/15/2024,2024,1,1,CT,OUT,K-CT1-01-OT-LC-D,FALSE,TRUE,TRUE,NA,FALSE,0.405,0.544,NA,0.74,8.99,U,NA,NA,NA,NA,NA,NA,1120,410,49274.84,LC,Etape,Gated Pipe,60 V Trap,19956.31,26805.513,#VALUE!,36463.382,442980.812,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,55187820.8,20202684.4,"EPA Method 160.2 (Gravimetric, Dried at 103-105EC) ",ALS Houston,
5/15/2024,2024,1,1,CT,OUT,K-CT1-01-OT-ISC-4,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,963.333,NA,ISC,Bubbler,Gated Pipe,60 V Trap,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,NA,NA,"After reviewing recorded notes and conversations with Manny, AJ and Jake, it was determined that the bubbler was not working, never triggered the ISCO, not capturing hourly samples, so we scrapped samples "
5/15/2024,2024,1,1,CT,OUT,K-CT1-01-OT-ISC-4-D,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,856.667,NA,ISC,Bubbler,Gated Pipe,60 V Trap,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,NA,NA,"After reviewing recorded notes and conversations with Manny, AJ and Jake, it was determined that the bubbler was not working, never triggered the ISCO, not capturing hourly samples, so we scrapped samples "
5/15/2024,2024,1,1,MT,OUT,K-MT1-01-OT-LC,FALSE,TRUE,FALSE,NA,FALSE,0.525,0.697,NA,0.71,8.89,U,NA,NA,NA,NA,NA,NA,1330,813.333,NA,LC,Etape,Gated Pipe,60 V Trap,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,"EPA Method 160.2 (Gravimetric, Dried at 103-105EC) ",ALS Houston,
5/15/2024,2024,1,1,MT,OUT,K-MT1-01-OT-LC-D,FALSE,TRUE,TRUE,NA,FALSE,0.3,0.491,NA,0.85,8.87,U,NA,NA,NA,NA,NA,NA,1290,696.667,NA,LC,Etape,Gated Pipe,60 V Trap,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,"EPA Method 160.2 (Gravimetric, Dried at 103-105EC) ",ALS Houston,
5/15/2024,2024,1,1,MT,OUT,K-MT1-01-OT-ISC,FALSE,TRUE,FALSE,NA,FALSE,0.53,1.72,NA,0.69,8.92,U,NA,NA,NA,NA,NA,NA,1320,2116.667,NA,ISC,Bubbler,Gated Pipe,60 V Trap,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,"EPA Method 160.2 (Gravimetric, Dried at 103-105EC) ",ALS Houston,"From first flow to 7 pm, the original flow value is 221651.678 L (248419.183 L for the whole day), which is abnormally high, so outflow has been filled with an NA. Higher than other irrigation inflow values, seems impossible"
5/15/2024,2024,1,1,MT,OUT,K-MT1-01-OT-ISC-D,FALSE,TRUE,TRUE,"MS,MSD",FALSE,0.39,0.867,NA,0.66,8.92,U,NA,NA,NA,NA,NA,NA,1250,926.667,NA,ISC,Bubbler,Gated Pipe,60 V Trap,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,"EPA Method 160.2 (Gravimetric, Dried at 103-105EC) ",ALS Houston,"From first flow to 7 pm, the original flow value is 221651.678 L (248419.183 L for the whole day), which is abnormally high, so outflow has been filled with an NA.Higher than other irrigation inflow values, seems impossible"
5/15/2024,2024,1,1,ST,OUT,K-ST1-01-OT-LC,FALSE,TRUE,FALSE,NA,FALSE,1.05,0.45,NA,0.78,9.02,U,NA,NA,NA,NA,NA,NA,1240,766.667,18306.95,LC,Etape,Gated Pipe,60 V Trap,19222.292,8238.125,#VALUE!,14279.417,165128.645,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,22700612.01,14035325.24,"EPA Method 160.2 (Gravimetric, Dried at 103-105EC) ",ALS Houston,linear interpolation between 8 timestamps since there was an unusual drop in level that we do not believe to be accurate 
5/15/2024,2024,1,1,ST,OUT,K-ST1-01-OT-LC-D,FALSE,TRUE,TRUE,NA,FALSE,0.625,0.526,NA,0.72,9.02,U,NA,NA,NA,NA,NA,NA,1350,756.667,18306.95,LC,Etape,Gated Pipe,60 V Trap,11441.841,9629.453,#VALUE!,13181.001,165128.645,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,24714375.98,13852255.79,"EPA Method 160.2 (Gravimetric, Dried at 103-105EC) ",ALS Houston,linear interpolation between 8 timestamps since there was an unusual drop in level that we do not believe to be accurate 
5/15/2024,2024,1,1,ST,OUT,K-ST1-01-OT-ISC,FALSE,TRUE,FALSE,NA,FALSE,0.96,8.9,NA,1.8,9.05,U,NA,NA,NA,NA,NA,NA,1270,10836.67,57579.15,ISC,Bubbler,Gated Pipe,60 V Trap,55275.984,512454.432,#VALUE!,103642.469,521091.305,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,73125520.12,623966244.2,"EPA Method 160.2 (Gravimetric, Dried at 103-105EC) ",ALS Houston,
5/15/2024,2024,1,1,ST,OUT,K-ST1-01-OT-ISC-D,FALSE,TRUE,TRUE,NA,FALSE,0.595,1.26,NA,0.9,9.05,U,NA,NA,NA,NA,NA,NA,1260,3166.667,57579.15,ISC,Bubbler,Gated Pipe,60 V Trap,34259.594,72549.729,#VALUE!,51821.235,521091.305,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,72549728.62,182333993.2,"EPA Method 160.2 (Gravimetric, Dried at 103-105EC) ",ALS Houston,
5/15/2024,2024,1,2,CT,OUT,K-CT2-01-OT-LC,FALSE,TRUE,FALSE,NA,FALSE,1.96,0.519,NA,0.71,9.09,U,NA,NA,NA,NA,NA,NA,1340,1436.667,50602.49,LC,Etape,Gated Pipe,60 V Trap,99180.88,26262.692,#VALUE!,35927.768,459976.634,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,67807336.6,72698927.5,"EPA Method 160.2 (Gravimetric, Dried at 103-105EC) ",ALS Houston,
5/15/2024,2024,1,2,CT,OUT,K-CT2-01-OT-LC-D,FALSE,TRUE,TRUE,NA,FALSE,0.99,0.493,NA,0.68,9.09,U,NA,NA,NA,NA,NA,NA,1350,1475,50602.49,LC,Etape,Gated Pipe,60 V Trap,50096.465,24947.028,#VALUE!,34409.693,459976.634,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,68313361.5,74638672.75,"EPA Method 160.2 (Gravimetric, Dried at 103-105EC) ",ALS Houston,
5/15/2024,2024,1,2,CT,OUT,K-CT2-01-OT-ISC,FALSE,TRUE,FALSE,NA,FALSE,0.4,1.94,NA,0.83,9.3,U,NA,NA,NA,NA,NA,NA,1230,2196.667,39869.62,ISC,Bubbler,Gated Pipe,60 V Trap,15947.846,77347.054,#VALUE!,33091.781,370787.424,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,49039626.99,87580268.54,"EPA Method 160.2 (Gravimetric, Dried at 103-105EC) ",ALS Houston,Outflow volume cutoff at 7pm
5/15/2024,2024,1,2,CT,OUT,K-CT2-01-OT-ISC-D,FALSE,TRUE,TRUE,NA,FALSE,0.41,0.637,NA,0.74,9.12,U,NA,NA,NA,NA,NA,NA,1190,1690,39869.62,ISC,Bubbler,Gated Pipe,60 V Trap,16346.542,25396.945,#VALUE!,29503.515,363610.893,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,47444842.37,67379650.09,"EPA Method 160.2 (Gravimetric, Dried at 103-105EC) ",ALS Houston,Outflow volume cutoff at 7pm
5/15/2024,2024,1,2,MT,OUT,K-MT2-01-OT-LC,FALSE,TRUE,FALSE,H,FALSE,0.795,0.765,NA,0.74,9.12,U,NA,NA,NA,NA,NA,NA,1350,1510,9815.09,LC,Etape,Gated Pipe,60 V Trap,7802.993,7508.54,#VALUE!,7263.163,89513.575,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,13250364.75,14820778.35,"EPA Method 160.2 (Gravimetric, Dried at 103-105EC) ",ALS Houston,Method: E300: Sample analyzed out of hold due to limited holding time after received in the lab
5/15/2024,2024,1,2,MT,OUT,K-MT2-01-OT-LC-D,FALSE,TRUE,TRUE,H,FALSE,0.76,0.993,NA,0.69,9.02,U,NA,NA,NA,NA,NA,NA,1340,1776.667,9815.09,LC,Etape,Gated Pipe,60 V Trap,7459.465,9746.379,#VALUE!,6772.409,88532.067,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,13152213.9,17438137.62,"EPA Method 160.2 (Gravimetric, Dried at 103-105EC) ",ALS Houston,Method: E300: Sample analyzed out of hold due to limited holding time after received in the lab
5/15/2024,2024,1,2,MT,OUT,K-MT2-01-OT-ISC,FALSE,TRUE,FALSE,NA,FALSE,0.51,0.872,NA,0.78,8.96,U,NA,NA,NA,NA,NA,NA,1310,2203.333,54522.86,ISC,Bubbler,Gated Pipe,60 V Trap,27806.656,47543.93,#VALUE!,42527.828,488524.788,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,71424941.14,120132007.5,"EPA Method 160.2 (Gravimetric, Dried at 103-105EC) ",ALS Houston,
5/15/2024,2024,1,2,MT,OUT,K-MT2-01-OT-ISC-D,FALSE,TRUE,TRUE,"MS,MSD",FALSE,0.705,0.318,NA,0.91,9.09,U,NA,NA,NA,NA,NA,NA,1280,3890,54522.86,ISC,Bubbler,Gated Pipe,60 V Trap,38438.613,17338.268,#VALUE!,49615.799,495612.759,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,69789255.46,212093909.2,"EPA Method 160.2 (Gravimetric, Dried at 103-105EC) ",ALS Houston,
5/15/2024,2024,1,2,ST,OUT,K-ST2-01-OT-LC,FALSE,TRUE,FALSE,NA,FALSE,0.5,0.492,NA,1,8.92,U,NA,NA,NA,NA,NA,NA,1280,766.667,28777.46,LC,Etape,Gated Pipe,60 V Trap,14388.73,14158.51,#VALUE!,28777.46,256694.943,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,36835148.8,22062720.29,"EPA Method 160.2 (Gravimetric, Dried at 103-105EC) ",ALS Houston,
5/15/2024,2024,1,2,ST,OUT,K-ST2-01-OT-LC-D,FALSE,TRUE,TRUE,NA,FALSE,0.44,0.548,NA,0.9,8.99,U,NA,NA,NA,NA,NA,NA,1220,880,28777.46,LC,Etape,Gated Pipe,60 V Trap,12662.082,15770.048,#VALUE!,25899.714,258709.365,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,35108501.2,25324164.8,"EPA Method 160.2 (Gravimetric, Dried at 103-105EC) ",ALS Houston,
5/15/2024,2024,1,2,ST,OUT,K-ST2-01-OT-ISC,FALSE,TRUE,FALSE,NA,FALSE,0.635,7.26,NA,0.81,9.08,U,NA,NA,NA,NA,NA,NA,1300,7876.667,60860.44,ISC,Bubbler,Gated Pipe,60 V Trap,38646.381,441846.809,#VALUE!,49296.958,552612.813,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,79118574.6,479377435.1,"EPA Method 160.2 (Gravimetric, Dried at 103-105EC) ",ALS Houston,
5/15/2024,2024,1,2,ST,OUT,K-ST2-01-OT-ISC-D,FALSE,TRUE,TRUE,NA,FALSE,0.395,0.986,NA,0.71,9,U,NA,NA,NA,NA,NA,NA,1280,2136.667,60860.44,ISC,Bubbler,Gated Pipe,60 V Trap,24039.875,60008.396,#VALUE!,43210.914,547743.978,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,77901365.76,130038498,"EPA Method 160.2 (Gravimetric, Dried at 103-105EC) ",ALS Houston,
5/30/2024,2024,2,1,CT,INF,K-02-IN-GB,FALSE,FALSE,FALSE,"H, MS, MSD",FALSE,U,U,NA,0.69,8.68,U,NA,NA,NA,NA,NA,NA,1220,16.667,94082.92,GB,3 L Bottle,Gated Pipe,NA,#VALUE!,#VALUE!,#VALUE!,64917.215,816639.746,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,114781162.4,1568048.98,"EPA Method 160.2 (Gravimetric, Dried at 103-105EC) ",ALS Houston,"Method E300: ""Sample run out of holding time due to very limited time remaining from expiration"" and ""The MS and/or MSD recovery was outside of the control limits; however, the result in the parent sample is greater than 4x the spike amount. (Nitrogen, Nitrate (As N)). The recovery of the Matrix Spike (MS) and/or Matrix Spike Duplicate (MSD) associated with this analyte was outside of the established control limits. However, the LCS was within control limits. The recovery of the MS/MSD may be due to sample matrix interference. (Nitrogen, Nitrite (As N)"""
5/30/2024,2024,2,1,CT,INF,K-02-IN-GB-D,FALSE,FALSE,TRUE,H,FALSE,U,U,NA,0.6,8.65,U,NA,NA,NA,NA,NA,NA,1230,23.333,94082.92,GB,3 L Bottle,Gated Pipe,NA,#VALUE!,#VALUE!,#VALUE!,56449.752,813817.258,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,115721991.6,2195267.82,"EPA Method 160.2 (Gravimetric, Dried at 103-105EC) ",ALS Houston," Method E300: ""Sample run out of holding time due to very limited time remaining from expiration"""
5/30/2024,2024,2,1,MT,INF,K-02-IN-GB,FALSE,FALSE,FALSE,"H, MS, MSD",FALSE,U,U,NA,0.69,8.68,U,NA,NA,NA,NA,NA,NA,1220,16.667,94645.71,GB,3 L Bottle,Gated Pipe,NA,#VALUE!,#VALUE!,#VALUE!,65305.54,821524.763,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,115467766.2,1577428.815,"EPA Method 160.2 (Gravimetric, Dried at 103-105EC) ",ALS Houston,"Method E300: ""Sample run out of holding time due to very limited time remaining from expiration"" and ""The MS and/or MSD recovery was outside of the control limits; however, the result in the parent sample is greater than 4x the spike amount. (Nitrogen, Nitrate (As N)). The recovery of the Matrix Spike (MS) and/or Matrix Spike Duplicate (MSD) associated with this analyte was outside of the established control limits. However, the LCS was within control limits. The recovery of the MS/MSD may be due to sample matrix interference. (Nitrogen, Nitrite (As N)"""
5/30/2024,2024,2,1,MT,INF,K-02-IN-GB-D,FALSE,FALSE,TRUE,H,FALSE,U,U,NA,0.6,8.65,U,NA,NA,NA,NA,NA,NA,1230,23.333,94645.71,GB,3 L Bottle,Gated Pipe,NA,#VALUE!,#VALUE!,#VALUE!,56787.426,818685.392,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,116414223.3,2208399.585,"EPA Method 160.2 (Gravimetric, Dried at 103-105EC) ",ALS Houston," Method E300: ""Sample run out of holding time due to very limited time remaining from expiration"""
5/30/2024,2024,2,1,ST,INF,K-02-IN-GB,FALSE,FALSE,FALSE,"H, MS, MSD",FALSE,U,U,NA,0.69,8.68,U,NA,NA,NA,NA,NA,NA,1220,16.667,88156.05,GB,3 L Bottle,Gated Pipe,NA,#VALUE!,#VALUE!,#VALUE!,60827.675,765194.514,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,107550381,1469267.794,"EPA Method 160.2 (Gravimetric, Dried at 103-105EC) ",ALS Houston,"Method E300: ""Sample run out of holding time due to very limited time remaining from expiration"" and ""The MS and/or MSD recovery was outside of the control limits; however, the result in the parent sample is greater than 4x the spike amount. (Nitrogen, Nitrate (As N)). The recovery of the Matrix Spike (MS) and/or Matrix Spike Duplicate (MSD) associated with this analyte was outside of the established control limits. However, the LCS was within control limits. The recovery of the MS/MSD may be due to sample matrix interference. (Nitrogen, Nitrite (As N)"""
